open,high,low,close,volume
6240.0,6250.0,6240.0,6250.0,402856.0
6250.0,6250.0,6240.0,6240.0,409865.0
6240.0,6250.0,6240.0,6250.0,423646.0
6250.0,6250.0,6240.0,6240.0,462763.0
6240.0,6250.0,6240.0,6240.0,411421.0
6240.0,6250.0,6240.0,6250.0,406430.0
6250.0,6250.0,6240.0,6250.0,407041.0
6250.0,6260.0,6250.0,6250.0,429060.0
6250.0,6260.0,6240.0,6240.0,412418.0
6240.0,6250.0,6240.0,6240.0,415142.0
6240.0,6250.0,6240.0,6250.0,404901.0
6250.0,6250.0,6240.0,6250.0,400720.0
6250.0,6250.0,6240.0,6240.0,404158.0
6240.0,6250.0,6240.0,6240.0,425186.0
6240.0,6250.0,6240.0,6250.0,468633.0
6250.0,6250.0,6250.0,6250.0,400000.0
6250.0,6260.0,6250.0,6260.0,416460.0
6260.0,6260.0,6260.0,6260.0,414418.0
6260.0,6260.0,6250.0,6260.0,426823.0
6260.0,6260.0,6260.0,6260.0,400000.0
6260.0,6260.0,6260.0,6260.0,400000.0
6260.0,6270.0,6260.0,6270.0,424394.0
6270.0,6270.0,6270.0,6270.0,400000.0
6270.0,6270.0,6270.0,6270.0,400000.0
6270.0,6270.0,6270.0,6270.0,400000.0
6270.0,6270.0,6270.0,6270.0,400000.0
6270.0,6270.0,6270.0,6270.0,400000.0
6270.0,6270.0,6270.0,6270.0,425000.0
6270.0,6280.0,6270.0,6270.0,432426.0
6270.0,6280.0,6270.0,6270.0,427871.0
6270.0,6270.0,6270.0,6270.0,400000.0
6270.0,6280.0,6270.0,6280.0,404648.0
6280.0,6280.0,6270.0,6270.0,425730.0
6270.0,6280.0,6270.0,6270.0,418419.0
6270.0,6280.0,6270.0,6280.0,494161.0
6280.0,6280.0,6270.0,6270.0,415084.0
6270.0,6280.0,6260.0,6260.0,418545.0
6260.0,6270.0,6260.0,6270.0,435684.0
6270.0,6270.0,6270.0,6270.0,407509.0
6270.0,6270.0,6260.0,6260.0,411721.0
6260.0,6270.0,6260.0,6270.0,437637.0
6270.0,6270.0,6260.0,6270.0,500345.0
6270.0,6280.0,6260.0,6270.0,430765.0
6270.0,6270.0,6260.0,6260.0,400000.0
6260.0,6270.0,6260.0,6260.0,433894.0
6260.0,6260.0,6260.0,6260.0,424049.0
6260.0,6260.0,6250.0,6250.0,400000.0
6250.0,6260.0,6250.0,6250.0,436305.0
6250.0,6260.0,6250.0,6250.0,400900.0
6250.0,6270.0,6250.0,6260.0,406571.0
6260.0,6260.0,6250.0,6260.0,402315.0
6260.0,6260.0,6250.0,6260.0,514667.0
6260.0,6270.0,6260.0,6260.0,489191.0
6260.0,6270.0,6260.0,6270.0,407591.0
6270.0,6280.0,6260.0,6280.0,401536.0
6280.0,6280.0,6270.0,6280.0,464098.0
6280.0,6280.0,6270.0,6280.0,414155.0
6280.0,6280.0,6270.0,6280.0,455679.0
